image,mask
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1030.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1030.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1031.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1031.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1032.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1032.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1033.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1033.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1034.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1034.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1035.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1035.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1036.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1036.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1037.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1037.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1038.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1038.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1039.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1039.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-104.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-104.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1040.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1040.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1041.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1041.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1042.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1042.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1043.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1043.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1044.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1044.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1045.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1045.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1046.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1046.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1047.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1047.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1048.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1048.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1049.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1049.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-105.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-105.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1050.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1050.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1051.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1051.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1052.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1052.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1053.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1053.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1054.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1054.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1055.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1055.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1056.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1056.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1057.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1057.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1058.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1058.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1059.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1059.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-106.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-106.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1060.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1060.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1061.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1061.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1062.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1062.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1063.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1063.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1064.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1064.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1065.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1065.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1066.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1066.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1067.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1067.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1068.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1068.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1069.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1069.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-107.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-107.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1070.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1070.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1071.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1071.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1072.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1072.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1073.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1073.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1074.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1074.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1075.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1075.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1076.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1076.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1077.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1077.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1078.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1078.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1079.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1079.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-108.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-108.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1080.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1080.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1081.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1081.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1082.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1082.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1083.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1083.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1084.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1084.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1085.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1085.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1086.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1086.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1087.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1087.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1088.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1088.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1089.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1089.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-109.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-109.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1090.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1090.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1091.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1091.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1092.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1092.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1093.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1093.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1094.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1094.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1095.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1095.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1096.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1096.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1097.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1097.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1098.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1098.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1099.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1099.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-11.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-11.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-110.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-110.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1100.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1100.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1101.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1101.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1102.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1102.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1103.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1103.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1104.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1104.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1105.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1105.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1106.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1106.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1107.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1107.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1108.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1108.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1109.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1109.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-111.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-111.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1110.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1110.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1111.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1111.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1112.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1112.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1113.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1113.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1114.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1114.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1115.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1115.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1116.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1116.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1117.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1117.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1118.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1118.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1119.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1119.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-112.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-112.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1120.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1120.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1121.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1121.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1122.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1122.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1123.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1123.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1124.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1124.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1125.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1125.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1126.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1126.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1127.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1127.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1128.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1128.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1129.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1129.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-113.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-113.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1130.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1130.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1131.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1131.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1132.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1132.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1133.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1133.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1134.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1134.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1135.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1135.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1136.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1136.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1137.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1137.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1138.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1138.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1139.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1139.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-114.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-114.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1140.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1140.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1141.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1141.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1142.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1142.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1143.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1143.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1144.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1144.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1145.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1145.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1146.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1146.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1147.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1147.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1148.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1148.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1149.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1149.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-115.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-115.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1150.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1150.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1151.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1151.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1152.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1152.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1153.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1153.png
sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1154.png,sdXray/datasets/COVID-19_Radiography_Dataset/Lung_Opacity/masks/Lung_Opacity-1154.png
